Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Fault_Code,Fault_Name,Severity,Parts_Availability,Garage_Type,Mechanic_Expertise,Day_of_Week,Time_of_Day,Actual_Repair_Hours,Repair_Cost_LKR,PartsRequired_Names
863,Suzuki Alto,2022,73831,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Local,Senior,Weekday,Evening,6.43,28800,"Engine Oil Filter, Timing Belt"
864,Suzuki Alto,2013,53617,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,Order Required,Local,Junior,Weekday,Evening,4.26,16800,"Strut Mount, Control Arm"
865,Toyota Prius,2011,62718,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Junior,Weekday,Afternoon,4.94,27900,"Control Arm, Shock Absorber"
866,Honda Fit,2011,52964,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Authorized,Junior,Weekend,Evening,3.24,14200,"Brake Pad, Brake Fluid Hose"
867,Suzuki Alto,2011,152366,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,Order Required,Local,Junior,Weekend,Evening,4.65,24900,"Gearbox Mount, Clutch Plate"
868,Toyota Prius,2012,77567,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Senior,Weekday,Afternoon,6.83,24300,"Shock Absorber, Control Arm"
869,Suzuki WagonR,2009,27322,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Local,Senior,Weekend,Evening,6.05,30900,"Starter Motor, Wiring Harness"
870,Nissan Sunny,2022,178872,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Authorized,Expert,Weekend,Afternoon,3.11,11300,"Control Arm, Strut Mount"
871,Toyota Corolla,2019,136802,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Authorized,Expert,Weekend,Evening,6.6,27600,"Transmission Fluid Filter, Gearbox Mount"
872,Suzuki Alto,2014,148234,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,In Stock,Authorized,Expert,Weekend,Evening,1.64,5800,"Brake Pad, Brake Disc"
873,Honda Fit,2018,83044,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,Order Required,Authorized,Junior,Weekday,Afternoon,2.51,9200,"Brake Fluid Hose, Brake Pad"
874,Honda Civic,2020,169498,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Authorized,Expert,Weekday,Morning,2.31,12500,"Control Arm, Strut Mount"
875,Suzuki WagonR,2022,64509,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Local,Senior,Weekday,Evening,4.44,22000,"Fuel Injector, Piston Ring"
876,Suzuki Alto,2010,78637,Engine,Misfire,ENG-847,Misfire Issue,High,Order Required,Authorized,Senior,Weekend,Evening,6.24,36400,"Fuel Injector, Timing Belt"
877,Suzuki WagonR,2012,144905,Engine,Overheating,ENG-450,Overheating Issue,Medium,In Stock,Local,Senior,Weekend,Afternoon,3.9,21500,"Timing Belt, Engine Oil Filter"
878,Honda Civic,2010,155453,Engine,Misfire,ENG-847,Misfire Issue,High,In Stock,Authorized,Expert,Weekend,Morning,6.21,35200,"Engine Oil Filter, Spark Plug"
879,Honda Civic,2010,135853,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,High,Order Required,Local,Senior,Weekday,Morning,6.35,24600,"Starter Motor, Battery"
880,Suzuki WagonR,2019,161727,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,Order Required,Local,Junior,Weekday,Evening,4.41,20600,"Wiring Harness, Alternator"
881,Suzuki WagonR,2008,154948,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Authorized,Junior,Weekend,Evening,6.37,26500,"Fuse, Wiring Harness"
882,Toyota Prius,2017,138536,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Authorized,Senior,Weekday,Afternoon,3.12,16600,"Control Arm, Strut Mount"
883,Honda Fit,2022,150213,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,In Stock,Authorized,Junior,Weekend,Morning,4.18,23600,"Transmission Fluid Filter, Gearbox Mount"
884,Honda Civic,2017,137731,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,In Stock,Local,Senior,Weekday,Evening,3.28,11800,"Starter Motor, Fuse"
885,Suzuki WagonR,2018,178212,Engine,Misfire,ENG-847,Misfire Issue,Low,In Stock,Local,Junior,Weekend,Evening,1.96,7100,"Fuel Injector, Piston Ring"
886,Honda Civic,2020,120809,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Local,Expert,Weekday,Evening,2.6,10000,"Strut Mount, Shock Absorber"
887,Suzuki WagonR,2012,20938,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,Order Required,Authorized,Expert,Weekday,Morning,2.04,8200,"Alternator, Fuse"
888,Suzuki WagonR,2011,58108,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,In Stock,Local,Expert,Weekend,Morning,2.83,14000,"Clutch Plate, Transmission Fluid Filter"
889,Honda Civic,2022,161544,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,In Stock,Local,Expert,Weekend,Evening,5.81,24600,"Brake Disc, Brake Caliper"
890,Suzuki WagonR,2013,136555,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Authorized,Junior,Weekday,Morning,6.32,35700,"Starter Motor, Alternator"
891,Nissan Sunny,2015,162734,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,In Stock,Authorized,Senior,Weekday,Morning,4.62,27100,"Brake Pad, Brake Caliper"
892,Honda Fit,2009,164327,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Local,Expert,Weekday,Morning,4.8,22300,"Strut Mount, Ball Joint"
893,Suzuki WagonR,2014,121424,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,Order Required,Local,Senior,Weekend,Evening,7.03,35500,"Spark Plug, Piston Ring"
894,Honda Fit,2009,31312,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Authorized,Junior,Weekday,Afternoon,2.91,17200,"Shock Absorber, Ball Joint"
895,Suzuki WagonR,2019,74990,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,In Stock,Local,Senior,Weekday,Afternoon,5.86,32700,"Alternator, Fuse"
896,Toyota Prius,2015,124773,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Local,Senior,Weekday,Evening,7.38,37100,"Brake Fluid Hose, Brake Caliper"
897,Toyota Corolla,2009,93027,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Local,Junior,Weekday,Afternoon,1.97,7300,"Control Arm, Ball Joint"
898,Suzuki Alto,2021,66850,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Local,Expert,Weekend,Afternoon,1.49,6800,"Piston Ring, Spark Plug"
899,Honda Civic,2017,93125,Engine,Timing Issue,ENG-522,Timing Issue Issue,Medium,In Stock,Local,Senior,Weekend,Evening,3.69,21700,"Engine Oil Filter, Spark Plug"
900,Toyota Corolla,2018,22687,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Local,Junior,Weekday,Afternoon,3.63,16100,"Strut Mount, Shock Absorber"
901,Suzuki Alto,2010,155410,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Authorized,Senior,Weekend,Evening,1.71,6200,"Battery, Starter Motor"
902,Honda Fit,2018,76429,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Authorized,Junior,Weekday,Morning,7.31,38700,"Strut Mount, Shock Absorber"
903,Honda Civic,2015,105342,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,In Stock,Authorized,Expert,Weekday,Morning,5.7,30800,"Wiring Harness, Battery"
904,Honda Fit,2011,40909,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Local,Expert,Weekend,Morning,2.31,12000,"Piston Ring, Engine Oil Filter"
905,Suzuki Alto,2013,37325,Engine,Misfire,ENG-847,Misfire Issue,Low,In Stock,Authorized,Senior,Weekday,Morning,1.17,5900,"Timing Belt, Fuel Injector"
906,Honda Civic,2014,162299,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,In Stock,Authorized,Junior,Weekday,Evening,1.86,9700,"Spark Plug, Timing Belt"
907,Toyota Prius,2016,130549,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Local,Junior,Weekend,Morning,5.52,32700,"Spark Plug, Engine Oil Filter"
908,Suzuki Alto,2020,117192,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,Order Required,Local,Expert,Weekday,Afternoon,2.32,9300,"Control Arm, Ball Joint"
909,Honda Civic,2019,39983,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Authorized,Expert,Weekend,Afternoon,2.8,14400,"Battery, Wiring Harness"
910,Suzuki WagonR,2011,112237,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,In Stock,Authorized,Senior,Weekend,Afternoon,7.01,37600,"Battery, Fuse"
911,Honda Fit,2009,38528,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,In Stock,Authorized,Expert,Weekend,Afternoon,3.6,14000,"Brake Fluid Hose, Brake Disc"
912,Toyota Prius,2013,83865,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,Order Required,Local,Senior,Weekend,Morning,2.22,12400,"Clutch Plate, Gearbox Mount"
913,Honda Fit,2009,169667,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,Order Required,Authorized,Senior,Weekday,Morning,6.07,21800,"Ball Joint, Control Arm"
914,Toyota Prius,2012,110684,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Local,Junior,Weekend,Afternoon,6.06,33800,"Brake Disc, Brake Pad"
915,Suzuki WagonR,2019,176893,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Local,Senior,Weekday,Afternoon,7.24,38300,"Transmission Fluid Filter, Clutch Plate"
916,Honda Civic,2022,158273,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,In Stock,Authorized,Junior,Weekday,Morning,2.35,12600,"Alternator, Wiring Harness"
917,Nissan Sunny,2009,45462,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Authorized,Junior,Weekday,Afternoon,4.46,26200,"Shock Absorber, Control Arm"
918,Toyota Corolla,2013,175764,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,Order Required,Local,Senior,Weekday,Evening,4.42,15700,"Wiring Harness, Starter Motor"
919,Toyota Corolla,2009,36225,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Senior,Weekend,Morning,3.17,14400,"Ball Joint, Strut Mount"
920,Honda Fit,2014,48090,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,In Stock,Local,Junior,Weekend,Evening,1.03,5400,"Transmission Fluid Filter, Gearbox Mount"
921,Suzuki Alto,2015,111095,Engine,Misfire,ENG-847,Misfire Issue,Low,In Stock,Local,Junior,Weekday,Afternoon,1.84,7700,"Timing Belt, Engine Oil Filter"
922,Honda Civic,2008,59021,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Medium,Order Required,Local,Expert,Weekend,Afternoon,3.58,18300,"Fuse, Starter Motor"
923,Honda Civic,2022,74913,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,Order Required,Local,Senior,Weekend,Afternoon,4.33,19200,"Starter Motor, Wiring Harness"
924,Nissan Sunny,2013,145008,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Authorized,Senior,Weekday,Morning,1.21,7100,"Transmission Fluid Filter, Clutch Plate"
925,Honda Fit,2014,121803,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,In Stock,Authorized,Junior,Weekday,Evening,6.57,28700,"Timing Belt, Piston Ring"
926,Suzuki Alto,2012,30368,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Local,Expert,Weekday,Evening,7.09,38900,"Gearbox Mount, Transmission Fluid Filter"
927,Honda Fit,2009,163258,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Authorized,Expert,Weekday,Morning,3.26,14400,"Engine Oil Filter, Piston Ring"
928,Suzuki Alto,2010,67774,Brake,ABS Fault,BRA-102,ABS Fault Issue,Low,In Stock,Authorized,Junior,Weekday,Afternoon,2.92,13100,"Brake Disc, Brake Caliper"
929,Nissan Sunny,2015,105203,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,In Stock,Local,Expert,Weekday,Afternoon,1.79,10300,"Battery, Starter Motor"
930,Toyota Prius,2010,74454,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Authorized,Expert,Weekend,Morning,5.73,23700,"Control Arm, Strut Mount"
931,Honda Fit,2018,85321,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Authorized,Junior,Weekday,Morning,4.79,26200,"Engine Oil Filter, Fuel Injector"
932,Suzuki WagonR,2015,159111,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Authorized,Senior,Weekend,Morning,5.66,30400,"Gearbox Mount, Clutch Plate"
933,Toyota Prius,2014,116873,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Authorized,Expert,Weekday,Afternoon,1.17,5000,"Brake Pad, Brake Fluid Hose"
934,Honda Fit,2008,130796,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Local,Expert,Weekday,Morning,3.09,17600,"Strut Mount, Shock Absorber"
935,Nissan Sunny,2017,153420,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Authorized,Senior,Weekend,Evening,4.31,21900,"Spark Plug, Fuel Injector"
936,Toyota Corolla,2012,75222,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Local,Junior,Weekday,Evening,7.27,39200,"Transmission Fluid Filter, Gearbox Mount"
937,Honda Fit,2011,50491,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Local,Junior,Weekend,Afternoon,6.11,31400,"Control Arm, Ball Joint"
938,Suzuki WagonR,2019,123921,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,High,In Stock,Local,Junior,Weekend,Afternoon,5.96,32900,"Fuse, Starter Motor"
939,Suzuki WagonR,2017,125222,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Authorized,Junior,Weekday,Evening,1.4,6300,"Brake Caliper, Brake Disc"
940,Honda Civic,2014,168495,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,Order Required,Local,Junior,Weekday,Afternoon,4.32,22700,"Starter Motor, Fuse"
941,Suzuki WagonR,2008,177209,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,In Stock,Local,Junior,Weekend,Afternoon,2.16,12900,"Transmission Fluid Filter, Clutch Plate"
942,Suzuki WagonR,2018,99897,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Authorized,Senior,Weekday,Afternoon,6.97,25300,"Brake Caliper, Brake Fluid Hose"
943,Toyota Prius,2019,86092,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,In Stock,Local,Senior,Weekday,Morning,4.15,15400,"Gearbox Mount, Transmission Fluid Filter"
944,Suzuki Alto,2010,177648,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,In Stock,Local,Senior,Weekday,Evening,2.75,10900,"Brake Fluid Hose, Brake Disc"
945,Toyota Prius,2019,50917,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,In Stock,Local,Junior,Weekday,Evening,3.31,19200,"Brake Pad, Brake Caliper"
946,Suzuki WagonR,2008,83613,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,Order Required,Authorized,Junior,Weekend,Morning,2.92,12400,"Gearbox Mount, Transmission Fluid Filter"
947,Toyota Corolla,2020,45233,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,Order Required,Authorized,Senior,Weekend,Afternoon,2.87,11900,"Brake Disc, Brake Pad"
948,Suzuki Alto,2014,117213,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,In Stock,Authorized,Senior,Weekday,Afternoon,4.83,19500,"Battery, Wiring Harness"
949,Honda Fit,2016,38736,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,Order Required,Local,Junior,Weekend,Morning,1.13,4400,"Ball Joint, Control Arm"
950,Toyota Prius,2016,75015,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Authorized,Junior,Weekday,Afternoon,2.15,7500,"Alternator, Fuse"
951,Honda Fit,2010,57786,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Authorized,Junior,Weekday,Morning,4.6,25000,"Strut Mount, Shock Absorber"
952,Honda Fit,2013,24151,Engine,Misfire,ENG-847,Misfire Issue,Medium,In Stock,Authorized,Junior,Weekend,Afternoon,3.98,15400,"Fuel Injector, Timing Belt"
953,Suzuki WagonR,2012,174359,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,In Stock,Authorized,Senior,Weekend,Evening,6.16,24800,"Clutch Plate, Gearbox Mount"
954,Honda Fit,2013,130258,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,Order Required,Local,Senior,Weekday,Evening,4.76,26400,"Brake Pad, Brake Disc"
955,Toyota Corolla,2008,110763,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Authorized,Senior,Weekday,Afternoon,3.32,11800,"Brake Pad, Brake Fluid Hose"
956,Toyota Prius,2018,133799,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,In Stock,Authorized,Expert,Weekday,Evening,1.9,7500,"Fuse, Starter Motor"
957,Honda Civic,2009,157441,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Authorized,Senior,Weekday,Afternoon,2.62,14000,"Strut Mount, Shock Absorber"
958,Toyota Corolla,2017,35362,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Authorized,Junior,Weekday,Evening,3.23,12900,"Brake Fluid Hose, Brake Disc"
959,Suzuki WagonR,2011,53190,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,In Stock,Authorized,Junior,Weekend,Afternoon,6.28,32800,"Piston Ring, Engine Oil Filter"
960,Honda Fit,2019,33417,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,Order Required,Authorized,Expert,Weekday,Afternoon,2.72,16000,"Transmission Fluid Filter, Clutch Plate"
961,Suzuki Alto,2020,107812,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Local,Junior,Weekday,Morning,6.39,33600,"Piston Ring, Spark Plug"
962,Nissan Sunny,2008,167947,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Authorized,Expert,Weekday,Afternoon,7.46,37700,"Spark Plug, Timing Belt"
963,Nissan Sunny,2010,54648,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,In Stock,Local,Senior,Weekday,Afternoon,5.58,29500,"Brake Fluid Hose, Brake Pad"
964,Nissan Sunny,2015,114369,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,Order Required,Local,Junior,Weekend,Afternoon,6.73,40100,"Transmission Fluid Filter, Gearbox Mount"
965,Honda Civic,2019,152980,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Authorized,Junior,Weekday,Evening,3.54,17300,"Brake Disc, Brake Caliper"
966,Nissan Sunny,2013,45794,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Local,Expert,Weekend,Morning,2.48,12900,"Strut Mount, Control Arm"
967,Honda Fit,2010,89831,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Local,Senior,Weekend,Evening,4.16,15100,"Brake Pad, Brake Fluid Hose"
968,Toyota Corolla,2009,42452,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Local,Expert,Weekday,Afternoon,2.78,14400,"Shock Absorber, Ball Joint"
969,Toyota Corolla,2009,41239,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Authorized,Expert,Weekend,Evening,4.56,26300,"Strut Mount, Ball Joint"
970,Nissan Sunny,2017,155776,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,4.03,17800,"Brake Disc, Brake Fluid Hose"
971,Honda Civic,2022,90592,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Local,Expert,Weekday,Evening,2.65,12900,"Ball Joint, Control Arm"
972,Honda Fit,2010,136727,Engine,Timing Issue,ENG-522,Timing Issue Issue,Medium,In Stock,Authorized,Expert,Weekend,Morning,3.48,15300,"Piston Ring, Timing Belt"
973,Toyota Prius,2021,66415,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,Order Required,Authorized,Expert,Weekend,Afternoon,1.3,4600,"Alternator, Battery"
974,Suzuki Alto,2021,34228,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,Order Required,Authorized,Expert,Weekend,Evening,4.36,17400,"Clutch Plate, Transmission Fluid Filter"
975,Nissan Sunny,2021,63659,Engine,Misfire,ENG-847,Misfire Issue,High,Order Required,Authorized,Junior,Weekend,Morning,5.69,20200,"Engine Oil Filter, Fuel Injector"
976,Suzuki WagonR,2015,159777,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Local,Senior,Weekend,Evening,2.92,17100,"Brake Fluid Hose, Brake Pad"
977,Nissan Sunny,2014,152747,Engine,Misfire,ENG-847,Misfire Issue,Low,Order Required,Local,Junior,Weekday,Afternoon,1.89,8800,"Piston Ring, Fuel Injector"
978,Honda Civic,2017,162312,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Authorized,Junior,Weekend,Afternoon,7.1,31600,"Gearbox Mount, Clutch Plate"
979,Toyota Corolla,2022,139210,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,Order Required,Local,Senior,Weekend,Evening,2.17,12900,"Timing Belt, Spark Plug"
980,Toyota Corolla,2017,42151,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,Order Required,Authorized,Junior,Weekday,Evening,3.27,14200,"Brake Fluid Hose, Brake Caliper"
981,Suzuki Alto,2020,99062,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,Order Required,Local,Senior,Weekday,Evening,1.35,7800,"Gearbox Mount, Transmission Fluid Filter"
982,Toyota Corolla,2016,49738,Engine,Overheating,ENG-450,Overheating Issue,Medium,In Stock,Authorized,Senior,Weekend,Morning,3.13,16900,"Timing Belt, Piston Ring"
983,Suzuki WagonR,2017,128022,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Authorized,Expert,Weekday,Afternoon,4.25,22400,"Brake Disc, Brake Pad"
984,Nissan Sunny,2014,28619,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Local,Senior,Weekend,Morning,4.59,22400,"Brake Fluid Hose, Brake Pad"
985,Toyota Prius,2011,27265,Engine,Misfire,ENG-847,Misfire Issue,Medium,In Stock,Authorized,Senior,Weekend,Evening,4.3,18500,"Engine Oil Filter, Spark Plug"
986,Suzuki Alto,2017,102331,Engine,Misfire,ENG-847,Misfire Issue,Medium,In Stock,Authorized,Senior,Weekday,Morning,4.07,16400,"Fuel Injector, Engine Oil Filter"
987,Toyota Corolla,2013,93159,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Authorized,Expert,Weekday,Morning,5.58,31700,"Battery, Starter Motor"
988,Honda Fit,2011,52619,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Authorized,Senior,Weekday,Morning,1.18,5900,"Piston Ring, Engine Oil Filter"
989,Toyota Prius,2009,170495,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,Order Required,Authorized,Senior,Weekend,Morning,2.87,16700,"Shock Absorber, Strut Mount"
990,Suzuki Alto,2017,179346,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Senior,Weekend,Evening,6.02,27300,"Gearbox Mount, Clutch Plate"
991,Nissan Sunny,2011,158300,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Authorized,Senior,Weekend,Afternoon,1.01,4500,"Ball Joint, Strut Mount"
992,Suzuki Alto,2022,102831,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,In Stock,Local,Junior,Weekend,Evening,4.93,22800,"Fuse, Alternator"
993,Honda Fit,2011,24770,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Local,Junior,Weekend,Morning,5.57,23200,"Timing Belt, Spark Plug"
994,Suzuki WagonR,2016,118284,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Senior,Weekday,Afternoon,5.54,22100,"Ball Joint, Shock Absorber"
995,Suzuki WagonR,2021,128637,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Local,Expert,Weekend,Morning,2.88,15000,"Starter Motor, Wiring Harness"
996,Honda Fit,2022,77449,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,In Stock,Local,Senior,Weekday,Afternoon,5.81,21900,"Wiring Harness, Alternator"
997,Suzuki WagonR,2010,84533,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Local,Junior,Weekday,Morning,4.59,21800,"Brake Caliper, Brake Fluid Hose"
998,Honda Civic,2022,28618,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Local,Senior,Weekend,Afternoon,7.01,36500,"Clutch Plate, Gearbox Mount"
999,Toyota Prius,2019,128086,Engine,Overheating,ENG-450,Overheating Issue,Medium,In Stock,Local,Expert,Weekday,Afternoon,4.28,15300,"Timing Belt, Engine Oil Filter"
1000,Suzuki Alto,2013,109471,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,In Stock,Local,Junior,Weekday,Evening,4.19,22200,"Piston Ring, Fuel Injector"
